,DateTime,Temperature,Humidity,Wind Speed,general diffuse flows,diffuse flows,Zone 1 Power Consumption,Zone 2  Power Consumption,Zone 3  Power Consumption
17500,5/2/2017 12:40,28.26,37.37,0.067,872.0,126.6,35365.77049,21733.74613,17349.95951
17501,5/2/2017 12:50,28.29,33.03,0.065,862.0,138.2,35252.45902,22183.28173,17314.97976
17502,5/2/2017 13:00,28.8,30.66,0.072,877.0,145.1,35378.36066,22068.11146,17169.23077
17503,5/2/2017 13:10,28.9,31.36,0.066,774.0,208.5,35466.4918,22149.8452,17384.93927
17504,5/2/2017 13:20,29.05,29.76,0.073,446.7,272.0,35088.78689,22305.88235,17274.17004
17505,5/2/2017 13:30,29.54,29.56,0.068,797.0,284.4,34874.7541,22253.86997,17122.59109
17506,5/2/2017 13:40,30.07,29.99,0.071,738.0,272.1,34925.11475,21867.49226,16941.86235
17507,5/2/2017 13:50,29.64,30.73,0.067,624.9,323.2,34723.67213,22023.52941,17099.27126
17508,5/2/2017 14:00,29.64,30.39,0.066,602.5,353.7,34232.65574,21930.65015,17221.7004
17509,5/2/2017 14:10,29.47,36.9,0.068,548.9,356.0,34232.65574,22227.86378,16906.88259
17510,5/2/2017 14:20,28.48,37.73,0.069,433.2,346.2,34094.16393,22257.58514,16936.03239
17511,5/2/2017 14:30,28.13,38.87,0.07,541.0,369.5,33892.72131,22309.59752,16918.54251
17512,5/2/2017 14:40,28.34,38.1,0.068,618.6,371.0,33766.81967,22395.04644,16912.71255
17513,5/2/2017 14:50,28.46,36.33,0.068,454.8,334.7,33338.7541,22320.74303,16650.36437
17514,5/2/2017 15:00,28.49,34.73,0.069,430.0,333.3,33590.55738,21834.05573,16650.36437
17515,5/2/2017 15:10,28.38,36.1,0.07,525.1,358.4,33792.0,21715.17028,16562.91498
17516,5/2/2017 15:20,28.4,34.8,0.065,536.5,334.2,33489.83607,22071.82663,16475.46559
17517,5/2/2017 15:30,28.38,33.53,0.065,754.0,330.8,33112.13115,21863.77709,16498.78543
17518,5/2/2017 15:40,28.65,32.53,0.068,470.8,249.6,33263.21311,21730.03096,16388.01619
17519,5/2/2017 15:50,28.74,30.46,0.068,368.8,263.8,33175.08197,21551.70279,16271.417
17520,5/2/2017 16:00,28.48,31.26,0.071,357.2,280.8,32772.19672,20938.69969,16277.24696
17521,5/2/2017 16:10,28.0,32.49,0.067,487.8,355.9,32721.83607,21035.29412,16166.47773
17522,5/2/2017 16:20,28.25,32.29,0.065,663.0,517.7,32709.2459,20793.80805,16172.30769
17523,5/2/2017 16:30,28.62,31.09,0.067,271.4,226.6,32558.16393,20689.78328,16236.43725
17524,5/2/2017 16:40,28.56,31.66,0.069,554.8,518.5,32394.4918,20530.03096,16376.35628
17525,5/2/2017 16:50,29.4,31.99,0.073,599.6,573.0,32407.08197,19976.47059,16353.03644
17526,5/2/2017 17:00,29.55,30.89,0.077,240.9,208.7,32331.54098,19928.17337,16358.8664
17527,5/2/2017 17:10,29.1,32.36,0.077,348.4,308.4,32306.36066,19746.13003,16347.20648
17528,5/2/2017 17:20,28.92,31.66,0.08,215.1,182.5,32281.18033,19824.14861,16294.73684
17529,5/2/2017 17:30,29.09,31.59,0.073,227.0,203.7,32394.4918,19738.69969,16294.73684
17530,5/2/2017 17:40,29.3,30.32,0.075,267.0,236.8,32646.29508,19720.12384,16469.63563
17531,5/2/2017 17:50,29.45,25.42,0.08,222.8,193.8,32923.27869,19995.04644,16597.89474
17532,5/2/2017 18:00,29.67,27.22,0.081,171.3,146.5,33162.4918,20177.08978,16772.79352
17533,5/2/2017 18:10,29.25,31.29,0.079,145.5,123.3,33817.18033,20388.85449,17046.80162
17534,5/2/2017 18:20,28.23,32.19,0.074,124.2,106.4,34408.91803,20775.2322,17303.31984
17535,5/2/2017 18:30,27.72,32.89,0.076,113.4,97.9,34736.2623,21050.1548,17763.88664
17536,5/2/2017 18:40,27.23,32.69,0.079,114.8,101.6,35328.0,21024.14861,18492.63158
17537,5/2/2017 18:50,26.89,32.96,0.082,93.2,80.5,36158.95082,21640.86687,19536.19433
17538,5/2/2017 19:00,26.51,35.79,0.08,81.0,69.43,37657.18033,22603.09598,21629.1498
17539,5/2/2017 19:10,26.04,38.86,0.084,79.5,70.3,41031.34426,24241.48607,23570.52632
17540,5/2/2017 19:20,25.68,39.56,0.08,52.87,45.6,43851.54098,25798.14241,24474.17004
17541,5/2/2017 19:30,25.44,39.73,0.081,26.67,23.55,45097.96721,26544.89164,25284.53441
17542,5/2/2017 19:40,25.4,38.86,0.081,10.92,9.57,45588.98361,26764.08669,25441.94332
17543,5/2/2017 19:50,25.09,40.9,0.083,5.779,4.985,45664.52459,26827.24458,25535.22267
17544,5/2/2017 20:00,24.73,40.3,0.084,1.522,1.331,45576.39344,26704.64396,25628.50202
17545,5/2/2017 20:10,24.48,39.83,0.082,0.38,0.334,45186.09836,26463.15789,25342.83401
17546,5/2/2017 20:20,24.37,39.93,0.086,0.15,0.111,44921.70492,26400.0,25360.32389
17547,5/2/2017 20:30,24.13,41.0,0.082,0.069,0.159,44846.16393,26440.86687,25511.90283
17548,5/2/2017 20:40,23.71,42.26,0.08,0.088,0.13,44934.29508,26418.57585,25698.46154
17549,5/2/2017 20:50,23.59,42.43,0.083,0.091,0.115,44783.21311,26407.43034,25803.40081
17550,5/2/2017 21:00,23.55,42.73,0.08,0.055,0.148,44141.11475,26407.43034,25517.73279
17551,5/2/2017 21:10,23.64,42.96,0.082,0.091,0.111,43612.32787,26113.93189,25453.60324
17552,5/2/2017 21:20,23.48,43.56,0.083,0.088,0.104,43209.44262,25909.59752,25144.61538
17553,5/2/2017 21:30,23.21,43.96,0.083,0.102,0.152,42945.04918,25708.97833,24911.417
17554,5/2/2017 21:40,23.14,43.93,0.082,0.088,0.107,42516.98361,25463.77709,24468.34008
17555,5/2/2017 21:50,23.28,43.96,0.083,0.062,0.137,41635.67213,24913.93189,24130.20243
17556,5/2/2017 22:00,22.83,45.5,0.083,0.088,0.096,41006.16393,24601.85759,23926.15385
17557,5/2/2017 22:10,22.96,44.23,0.082,0.088,0.082,40628.45902,24360.37152,23687.12551
17558,5/2/2017 22:20,22.89,45.0,0.081,0.088,0.152,39596.06557,23851.39319,23418.94737
17559,5/2/2017 22:30,22.21,48.9,0.081,0.088,0.119,38299.27869,23312.6935,22812.63158
17560,5/2/2017 22:40,21.6,49.9,0.081,0.069,0.13,37417.96721,22766.56347,22212.14575
17561,5/2/2017 22:50,21.52,49.93,0.079,0.069,0.13,36259.67213,22305.88235,21833.19838
17562,5/2/2017 23:00,21.55,49.5,0.081,0.073,0.137,35025.83607,21722.60062,21308.50202
17563,5/2/2017 23:10,21.53,49.63,0.082,0.051,0.141,34169.70492,21083.59133,20760.48583
17564,5/2/2017 23:20,21.05,53.2,0.084,0.113,0.107,33187.67213,20626.62539,20090.04049
17565,5/2/2017 23:30,20.54,54.3,0.082,0.077,0.085,31802.7541,19660.68111,19355.46559
17566,5/2/2017 23:40,20.74,53.47,0.081,0.117,0.085,30732.59016,19133.12693,18801.61943
17567,5/2/2017 23:50,20.9,51.53,0.08,0.073,0.107,29800.91803,18560.99071,18370.20243
17568,5/3/2017 0:00,20.88,52.74,0.082,0.091,0.096,29045.5082,18014.86068,17734.73684
17569,5/3/2017 0:10,20.69,53.3,0.082,0.066,0.141,28403.40984,17732.50774,17262.51012
17570,5/3/2017 0:20,20.58,53.87,0.08,0.11,0.122,28164.19672,17368.42105,16924.37247
17571,5/3/2017 0:30,20.08,59.04,0.082,0.106,0.111,27874.62295,16952.32198,16615.38462
17572,5/3/2017 0:40,19.42,59.97,0.081,0.08,0.148,27371.01639,16577.08978,16294.73684
17573,5/3/2017 0:50,20.09,56.27,0.081,0.08,0.115,26930.36066,16409.90712,15904.12955
17574,5/3/2017 1:00,21.49,53.04,0.082,0.055,0.13,26388.98361,16294.73684,15676.76113
17575,5/3/2017 1:10,22.78,35.32,0.082,0.08,0.145,26074.22951,15730.03096,15554.33198
17576,5/3/2017 1:20,22.75,38.23,0.082,0.095,0.096,25809.83607,15458.82353,15443.56275
17577,5/3/2017 1:30,21.28,47.33,0.083,0.102,0.119,25079.60656,15455.10836,15105.4251
17578,5/3/2017 1:40,20.73,47.63,0.082,0.102,0.119,24689.31148,15154.17957,14872.22672
17579,5/3/2017 1:50,20.73,44.53,0.08,0.099,0.137,24563.40984,15068.73065,14784.77733
17580,5/3/2017 2:00,20.55,45.13,0.084,0.102,0.078,24576.0,14957.27554,14668.17814
17581,5/3/2017 2:10,20.94,44.06,0.08,0.091,0.126,24550.81967,15053.86997,14598.21862
17582,5/3/2017 2:20,20.99,43.66,0.08,0.091,0.104,24387.14754,14923.83901,14574.89879
17583,5/3/2017 2:30,21.0,43.7,0.081,0.102,0.126,24450.09836,14830.95975,14475.78947
17584,5/3/2017 2:40,21.71,40.7,0.08,0.091,0.096,24286.42623,14715.78947,14434.97976
17585,5/3/2017 2:50,21.93,37.69,0.084,0.124,0.115,24236.06557,14715.78947,14347.53036
17586,5/3/2017 3:00,21.81,42.07,0.081,0.08,0.133,24236.06557,14741.79567,14230.93117
17587,5/3/2017 3:10,21.22,43.2,0.081,0.08,0.104,24135.34426,15061.30031,14365.02024
17588,5/3/2017 3:20,21.31,42.73,0.082,0.091,0.1,24022.03279,14712.0743,14335.87045
17589,5/3/2017 3:30,21.16,44.73,0.083,0.095,0.115,24273.83607,14912.6935,14586.5587
17590,5/3/2017 3:40,20.16,49.6,0.08,0.113,0.104,24500.45902,15135.60372,14872.22672
17591,5/3/2017 3:50,20.19,49.64,0.08,0.117,0.122,25281.04918,15718.88545,14965.50607
17592,5/3/2017 4:00,21.16,44.74,0.083,0.084,0.141,25230.68852,15447.67802,14802.26721
17593,5/3/2017 4:10,21.15,43.47,0.078,0.091,0.126,25004.06557,15295.35604,14621.53846
17594,5/3/2017 4:20,21.15,42.73,0.081,0.08,0.107,24727.08197,15339.93808,14347.53036
17595,5/3/2017 4:30,21.4,40.77,0.081,0.088,0.137,24676.72131,14934.98452,14271.74089
17596,5/3/2017 4:40,21.13,42.2,0.079,0.095,0.111,24336.78689,14816.09907,14236.76113
17597,5/3/2017 4:50,20.86,43.87,0.081,0.102,0.13,23908.72131,14485.44892,13962.75304
17598,5/3/2017 5:00,20.27,48.21,0.081,0.077,0.163,22712.65574,13872.44582,13525.50607
17599,5/3/2017 5:10,19.6,50.68,0.08,0.073,0.115,21692.85246,13642.10526,12662.67206
17600,5/3/2017 5:20,20.01,48.34,0.082,0.095,0.093,21063.34426,13185.13932,11432.55061
17601,5/3/2017 5:30,20.17,44.84,0.081,0.084,0.1,21063.34426,13211.14551,10872.87449
17602,5/3/2017 5:40,20.02,45.8,0.081,0.062,0.141,21113.70492,13448.91641,10686.31579
17603,5/3/2017 5:50,19.96,46.14,0.081,0.077,0.133,21566.95082,13723.83901,10575.54656
17604,5/3/2017 6:00,19.49,49.81,0.079,0.128,0.093,22347.54098,14065.63467,10534.73684
17605,5/3/2017 6:10,18.93,52.18,0.08,0.278,0.219,23115.54098,14481.73375,10878.70445
17606,5/3/2017 6:20,18.83,52.65,0.081,1.233,1.097,23593.96721,15039.00929,11024.45344
17607,5/3/2017 6:30,18.66,54.08,0.08,6.521,5.623,23644.32787,15206.19195,11111.90283
17608,5/3/2017 6:40,18.56,54.25,0.08,9.68,8.38,23455.47541,15287.9257,10995.30364
17609,5/3/2017 6:50,18.64,54.45,0.081,16.07,13.53,23329.57377,15325.0774,11018.62348
17610,5/3/2017 7:00,18.66,54.61,0.08,23.92,20.82,24034.62295,15934.36533,10989.47368
17611,5/3/2017 7:10,18.73,55.15,0.08,34.62,29.71,24450.09836,16740.55728,11339.27126
17612,5/3/2017 7:20,18.9,54.41,0.08,41.41,35.14,24815.21311,16870.58824,11420.89069
17613,5/3/2017 7:30,19.07,53.85,0.079,47.28,40.08,23442.88525,16985.75851,11537.48988
17614,5/3/2017 7:40,19.02,54.75,0.078,55.78,47.07,21793.57377,17357.27554,11805.66802
17615,5/3/2017 7:50,18.96,55.52,0.078,77.6,65.31,22397.90164,17290.40248,11910.60729
17616,5/3/2017 8:00,19.04,55.62,0.079,91.1,77.6,22561.57377,17951.70279,12312.87449
17617,5/3/2017 8:10,19.33,53.69,0.082,111.5,96.8,23014.81967,18278.63777,12522.75304
17618,5/3/2017 8:20,19.18,54.79,0.082,113.9,99.5,24009.44262,18743.03406,12831.74089
17619,5/3/2017 8:30,18.89,55.79,0.082,142.6,124.8,24588.59016,18605.57276,13333.11741
17620,5/3/2017 8:40,18.95,56.32,0.083,192.8,169.3,25004.06557,19043.96285,13554.65587
17621,5/3/2017 8:50,19.46,54.49,0.083,160.7,140.1,25419.54098,19162.8483,13642.10526
17622,5/3/2017 9:00,19.72,52.95,0.084,185.0,160.0,25872.78689,19393.18885,13846.15385
17623,5/3/2017 9:10,19.88,53.52,0.081,203.4,174.5,26237.90164,19969.04025,14108.50202
17624,5/3/2017 9:20,20.15,52.92,0.084,226.8,196.6,26754.09836,20373.99381,14370.8502
17625,5/3/2017 9:30,20.3,53.32,0.083,268.2,231.6,26842.22951,20734.36533,14848.90688
17626,5/3/2017 9:40,20.62,53.22,0.081,298.5,250.9,27408.78689,20582.04334,15111.25506
17627,5/3/2017 9:50,20.97,52.79,0.081,311.4,251.6,27887.21311,20808.66873,15122.91498
17628,5/3/2017 10:00,21.24,51.85,0.082,286.3,240.4,28680.39344,20905.26316,15117.08502
17629,5/3/2017 10:10,21.6,51.22,0.079,323.9,268.3,29133.63934,21570.27864,15361.94332
17630,5/3/2017 10:20,22.54,45.11,0.08,414.0,301.4,29599.47541,21912.0743,15507.69231
17631,5/3/2017 10:30,23.2,35.44,0.081,513.7,327.0,29700.19672,22146.13003,15577.65182
17632,5/3/2017 10:40,23.54,35.87,0.083,447.5,308.4,29939.40984,22101.54799,15810.8502
17633,5/3/2017 10:50,23.55,37.2,0.083,377.6,295.1,30153.44262,21934.36533,16079.02834
17634,5/3/2017 11:00,23.91,34.3,0.082,414.5,325.5,30329.70492,22071.82663,16323.88664
17635,5/3/2017 11:10,24.34,35.07,0.081,516.0,350.5,30782.95082,22272.44582,16399.67611
17636,5/3/2017 11:20,24.95,34.07,0.082,575.9,367.5,31185.83607,22465.63467,16662.02429
17637,5/3/2017 11:30,25.31,33.83,0.08,569.0,371.1,31299.14754,22826.00619,16825.26316
17638,5/3/2017 11:40,25.54,32.8,0.084,504.0,347.3,31462.81967,22833.43653,17058.46154
17639,5/3/2017 11:50,26.1,29.73,0.08,604.4,351.1,31601.31148,22651.39319,17192.55061
17640,5/3/2017 12:00,26.39,28.96,0.082,691.3,347.3,31450.22951,22476.78019,17227.53036
17641,5/3/2017 12:10,26.44,30.46,0.081,717.0,333.5,31462.81967,22539.93808,17571.49798
17642,5/3/2017 12:20,26.72,31.9,0.077,802.0,324.0,31437.63934,22755.41796,17804.69636
17643,5/3/2017 12:30,26.54,32.57,0.081,785.0,303.0,31236.19672,22506.50155,17950.44534
17644,5/3/2017 12:40,26.71,31.96,0.076,847.0,279.3,31160.65574,22409.90712,17932.95547
17645,5/3/2017 12:50,27.25,30.76,0.076,821.0,266.4,30594.09836,22499.07121,17676.43725
17646,5/3/2017 13:00,27.66,29.03,0.079,858.0,274.2,30971.80328,22506.50155,17635.62753
17647,5/3/2017 13:10,28.16,28.03,0.081,899.0,266.5,31374.68852,22465.63467,17781.37652
17648,5/3/2017 13:20,28.73,27.56,0.08,835.0,254.0,31211.01639,22495.35604,17524.8583
17649,5/3/2017 13:30,28.72,26.19,0.075,816.0,277.7,31248.78689,22662.5387,17431.57895
17650,5/3/2017 13:40,28.83,26.52,0.076,826.0,282.4,30971.80328,22632.81734,17280.0
17651,5/3/2017 13:50,28.62,26.99,0.076,830.0,272.6,30745.18033,22658.82353,17122.59109
17652,5/3/2017 14:00,28.47,26.66,0.077,802.0,285.0,30858.4918,22866.87307,17192.55061
17653,5/3/2017 14:10,28.26,26.99,0.079,663.3,320.5,30845.90164,22848.29721,17093.4413
17654,5/3/2017 14:20,28.13,27.86,0.078,655.8,355.6,31122.88525,22863.15789,16994.33198
17655,5/3/2017 14:30,28.2,29.06,0.077,563.8,360.1,31135.47541,22703.40557,16906.88259
17656,5/3/2017 14:40,27.78,30.79,0.074,603.0,364.5,30845.90164,22276.16099,16982.67206
17657,5/3/2017 14:50,27.57,31.23,0.073,580.1,366.1,30405.2459,22272.44582,16667.85425
17658,5/3/2017 15:00,27.13,30.79,0.077,521.0,354.6,29926.81967,22138.69969,16417.16599
17659,5/3/2017 15:10,26.6,30.66,0.075,442.4,340.7,30531.14754,21782.04334,16358.8664
17660,5/3/2017 15:20,26.3,30.49,0.077,400.6,327.7,31349.5082,21581.42415,16376.35628
17661,5/3/2017 15:30,26.1,30.16,0.083,410.6,331.8,31349.5082,21436.53251,16417.16599
17662,5/3/2017 15:40,26.2,29.79,0.083,355.6,298.1,31676.85246,21388.23529,16323.88664
17663,5/3/2017 15:50,26.1,31.29,0.079,423.5,334.3,31538.36066,21302.78638,16481.29555
17664,5/3/2017 16:00,26.13,30.19,0.079,402.0,313.5,31739.80328,21061.30031,16440.48583
17665,5/3/2017 16:10,26.27,29.46,0.08,360.5,292.3,31664.2623,20912.6935,16545.4251
17666,5/3/2017 16:20,26.31,29.06,0.081,336.5,276.6,31777.57377,20663.77709,16504.61538
17667,5/3/2017 16:30,26.26,27.86,0.08,319.0,264.2,31437.63934,20619.19505,16457.97571
17668,5/3/2017 16:40,26.26,26.02,0.08,414.9,365.3,32822.55738,20299.6904,16358.8664
17669,5/3/2017 16:50,26.24,24.42,0.082,400.6,352.0,32759.60656,20132.50774,16312.22672
17670,5/3/2017 17:00,26.19,27.12,0.08,406.1,365.1,32470.03279,19872.44582,16411.33603
17671,5/3/2017 17:10,25.61,31.96,0.08,395.3,360.4,32646.29508,20039.62848,16498.78543
17672,5/3/2017 17:20,25.19,35.13,0.08,414.0,390.3,33099.54098,20277.39938,16592.06478
17673,5/3/2017 17:30,25.18,36.43,0.081,362.3,345.6,33212.85246,20418.57585,16813.60324
17674,5/3/2017 17:40,25.05,40.43,0.082,306.6,288.0,33401.70492,20481.73375,16906.88259
17675,5/3/2017 17:50,24.35,46.84,0.079,236.0,217.6,33779.40984,20790.09288,17023.48178
17676,5/3/2017 18:00,23.65,49.11,0.079,187.4,167.1,33754.22951,20871.82663,17460.72874
17677,5/3/2017 18:10,23.24,52.24,0.081,159.9,139.1,34157.11475,20905.26316,17647.28745
17678,5/3/2017 18:20,22.78,56.11,0.078,162.2,145.1,35051.01639,21332.50774,18061.21457
17679,5/3/2017 18:30,22.28,59.02,0.079,145.2,130.6,35529.44262,21611.14551,18329.39271
17680,5/3/2017 18:40,21.91,60.21,0.082,126.6,112.8,36297.44262,21871.20743,19174.73684
17681,5/3/2017 18:50,21.75,60.72,0.079,110.8,101.6,37392.78689,22265.01548,20206.63968
17682,5/3/2017 19:00,21.73,60.32,0.08,73.0,64.63,38840.65574,23030.34056,22439.51417
17683,5/3/2017 19:10,21.74,58.51,0.081,56.17,49.65,41912.65574,24939.93808,24573.27935
17684,5/3/2017 19:20,21.69,59.05,0.08,36.98,32.47,44380.32787,26400.0,25745.10121
17685,5/3/2017 19:30,21.42,59.72,0.08,25.17,21.99,45349.77049,27035.29412,25890.8502
17686,5/3/2017 19:40,21.39,59.31,0.076,18.85,16.68,45790.42623,26842.10526,26065.74899
17687,5/3/2017 19:50,21.48,57.84,0.08,9.82,8.76,45689.70492,27035.29412,26112.38866
17688,5/3/2017 20:00,21.45,57.95,0.081,2.835,2.442,45803.01639,27050.1548,26094.89879
17689,5/3/2017 20:10,21.32,59.45,0.08,0.849,0.89,45740.06557,27120.74303,26526.31579
17690,5/3/2017 20:20,21.3,59.82,0.08,0.263,0.226,45614.16393,26920.12384,26398.05668
17691,5/3/2017 20:30,21.35,60.98,0.081,0.095,0.119,45047.60656,26923.83901,26118.21862
17692,5/3/2017 20:40,21.28,62.12,0.082,0.095,0.1,45009.83607,26975.85139,26089.06883
17693,5/3/2017 20:50,21.27,63.15,0.08,0.095,0.096,44909.11475,26946.13003,26159.02834
17694,5/3/2017 21:00,21.19,63.12,0.079,0.066,0.089,44304.78689,26634.05573,26042.42915
17695,5/3/2017 21:10,21.16,63.32,0.079,0.055,0.1,43977.44262,26518.88545,25820.89069
17696,5/3/2017 21:20,21.11,64.22,0.077,0.077,0.082,43738.22951,26225.387,25593.52227
17697,5/3/2017 21:30,21.01,64.92,0.078,0.055,0.156,42945.04918,25824.14861,25307.85425
17698,5/3/2017 21:40,20.91,65.95,0.081,0.066,0.093,42202.22951,25578.94737,24928.90688
17699,5/3/2017 21:50,20.83,66.82,0.077,0.033,0.137,41283.14754,25055.10836,24369.23077
17700,5/3/2017 22:00,20.73,67.65,0.081,0.04,0.148,40704.0,24962.2291,24410.04049
17701,5/3/2017 22:10,20.7,67.92,0.078,0.037,0.141,39520.52459,24430.95975,23943.64372
17702,5/3/2017 22:20,20.81,67.72,0.077,0.037,0.178,38274.09836,23669.34985,23477.24696
17703,5/3/2017 22:30,20.92,66.75,0.077,0.055,0.178,37292.06557,23052.63158,22870.93117
17704,5/3/2017 22:40,21.04,66.25,0.079,0.055,0.133,36272.2623,22525.0774,22293.76518
17705,5/3/2017 22:50,21.07,66.55,0.075,0.059,0.13,35139.14754,22168.42105,21844.8583
17706,5/3/2017 23:00,20.95,67.08,0.076,0.048,0.148,33842.36066,21380.80495,21267.69231
17707,5/3/2017 23:10,20.93,67.12,0.08,0.037,0.196,33011.40984,20957.27554,20812.95547
17708,5/3/2017 23:20,20.95,67.25,0.079,0.037,0.1,32256.0,20243.96285,19880.16194
17709,5/3/2017 23:30,20.98,67.29,0.08,0.044,0.148,31576.13115,19772.13622,19454.5749
17710,5/3/2017 23:40,20.85,68.65,0.078,0.051,0.13,30694.81967,19192.56966,18894.89879
17711,5/3/2017 23:50,20.7,69.42,0.081,0.059,0.141,29989.77049,18434.67492,18370.20243
17712,5/4/2017 0:00,20.66,69.42,0.077,0.04,0.156,29259.54098,18033.43653,18026.23482
17713,5/4/2017 0:10,20.66,69.89,0.079,0.062,0.133,28592.2623,17453.86997,17548.17814
17714,5/4/2017 0:20,20.59,70.3,0.076,0.048,0.141,28101.2459,17134.36533,17215.87045
17715,5/4/2017 0:30,20.56,70.5,0.077,0.037,0.145,27660.59016,17041.48607,16883.56275
17716,5/4/2017 0:40,20.56,70.8,0.08,0.04,0.178,27308.06557,16710.83591,16749.47368
17717,5/4/2017 0:50,20.57,70.9,0.078,0.037,0.196,26766.68852,16450.77399,16265.58704
17718,5/4/2017 1:00,20.47,71.2,0.077,0.033,0.185,26124.59016,16001.23839,16061.53846
17719,5/4/2017 1:10,20.46,71.5,0.078,0.051,0.148,25835.01639,15863.77709,15857.48988
17720,5/4/2017 1:20,20.54,71.1,0.081,0.055,0.156,25432.13115,15789.47368,15700.08097
17721,5/4/2017 1:30,20.61,70.7,0.078,0.048,0.126,24978.88525,15718.88545,15618.46154
17722,5/4/2017 1:40,20.63,70.7,0.079,0.055,0.163,24827.80328,15566.56347,15344.45344
17723,5/4/2017 1:50,20.59,70.8,0.079,0.044,0.167,24437.5082,15358.51393,15198.70445
17724,5/4/2017 2:00,20.55,71.3,0.081,0.044,0.163,24412.32787,15310.21672,15222.02429
17725,5/4/2017 2:10,20.49,72.0,0.077,0.037,0.174,24450.09836,15313.93189,15140.40486
17726,5/4/2017 2:20,20.3,73.5,0.076,0.059,0.189,24399.7377,15183.90093,15047.12551
17727,5/4/2017 2:30,19.79,77.3,0.078,0.055,0.182,24437.5082,14719.50464,15017.97571
17728,5/4/2017 2:40,19.18,79.9,0.078,0.04,0.156,24450.09836,14901.54799,14860.5668
17729,5/4/2017 2:50,18.82,81.5,0.076,0.044,0.2,24248.65574,14697.21362,14685.66802
17730,5/4/2017 3:00,18.49,81.9,0.078,0.044,0.182,24500.45902,14559.75232,14306.72065
17731,5/4/2017 3:10,18.41,81.7,0.075,0.048,0.196,24437.5082,14544.89164,14429.1498
17732,5/4/2017 3:20,18.31,81.2,0.08,0.026,0.204,24525.63934,14548.60681,14586.5587
17733,5/4/2017 3:30,18.17,80.7,0.08,0.033,0.185,24538.22951,14704.64396,14878.05668
17734,5/4/2017 3:40,18.02,80.9,0.079,0.044,0.189,25067.01639,15102.16718,15426.07287
17735,5/4/2017 3:50,17.83,80.9,0.079,0.051,0.215,25709.11475,15228.48297,15321.1336
17736,5/4/2017 4:00,17.74,81.0,0.08,0.044,0.185,25331.40984,15128.17337,15093.76518
17737,5/4/2017 4:10,17.75,81.0,0.079,0.037,0.196,24953.70492,15001.85759,14913.03644
